Industry,Gender,Highest_Education,Average_Salary
"SOFTWARE DEVELOPMENT / IT",Non-binary,"College Degree",70000.0000
"SOFTWARE PRODUCTS",Woman,"Master'S Degree",115000.0000
SOFTWARE/PROGRAMMING,Woman,"Some College",190000.0000
SOLDIER,Man,"College Degree",90000.0000
"SOURCING & PROCUREMENT",Woman,"Professional Degree (MD, Jd, Etc.)",105000.0000
SPACE,Woman,"College Degree",75000.0000
"SPECIAL COLLECTIONS LIBRARY",Woman,"Master'S Degree",45000.0000
"SPECIALIST CLOTHING",Woman,"College Degree",72000.0000
"SPECIALIST POLICY CONSULTING/RESEARCH",Woman,"Master'S Degree",25000.0000
"STAFFING & WORKFORCE SOLUTIONS",Woman,"College Degree",59900.0000
"STAFFING AGENCY",Woman,"Master'S Degree",62400.0000
"STAFFING FIRM",Woman,"College Degree",125000.0000
"STAFFING INDUSTRRY",Man,"Master'S Degree",60000.0000
"STATE AND FEDERAL CONTRACTOR",Woman,"College Degree",75000.0000
"STATE DOT",Man,"Some College",45000.0000
"STATE-LEVEL PUBLIC TRANSPORTATION AGENCY",Man,"Master'S Degree",116000.0000
"STEM MEDICAL RESEARCH",Woman,"College Degree",40000.0000
"STEM RESEARCH",Woman,"College Degree",38000.0000
"STEM RESEARCH",Woman,PH.D.,135000.0000
"STORAGE FACILITY",Woman,"College Degree",120000.0000
STRATEGY,Woman,"College Degree",150000.0000
STUDENT,Man,"Some College",9360.0000
STUDENT,"Other/Prefer not to answer","College Degree",0.0000
STUDENT,Woman,"Master'S Degree",42500.0000
"STUDENT PAID INTERN IN COMPUTING",Woman,"Some College",40000.0000
"SUBSIDIZED SENIORS HOUSING",Woman,"College Degree",45000.0000
"SUMMER CAMP",Woman,"College Degree",52000.0000
"SUPPLY CHAIN",Man,"College Degree",98736.0000
"SUPPLY CHAIN",Woman,"College Degree",108250.0000
"SUPPLY CHAIN",Woman,"Master'S Degree",56000.0000
"SUPPLY CHAIN DISTRIBUTION",Woman,"Master'S Degree",61800.0000
"SUPPLY CHAIN OPERATIONS",Woman,"College Degree",93000.0000
"SUPPLY CHAIN!",Woman,"College Degree",144656.0000
"SURVEY METHODOLOGY",Woman,"Master'S Degree",71000.0000
"SURVEY RESEARCH/PUBLIC POLICY RESEARCH",Woman,"College Degree",76000.0000
SURVEYING,Man,"Master'S Degree",85000.0000
SURVEYING,Man,"Some College",46280.0000
"SYNTHETIC CHEMICAL MANUFACTURING",Woman,"Master'S Degree",103000.0000
"TABLETOP GAMES PUBLISHING",Man,"College Degree",42000.0000
"TABLETOP GAMING",Man,"Some College",44850.0000
"TAILORING SERVICE",Woman,"College Degree",35360.0000
TECH,Woman,"College Degree",109000.0000
TECH,Woman,"Some College",160000.0000
"TECHNICAL WRITING",Woman,"Master'S Degree",92000.0000
TECHNICAL/CYBERSECURITY,Woman,"Master'S Degree",190000.0000
TECHNICAL/IT,Woman,"Some College",97000.0000
TECHNOLOGY,Man,"College Degree",58000.0000
TECHNOLOGY,Woman,"College Degree",178000.0000
TECHNOLOGY,Woman,"Master'S Degree",111500.0000
TECHNOLOGY/SAAS,Woman,"College Degree",87500.0000
TELECOMMUNICATIONS,Woman,"College Degree",78947.0000
"TELECOMMUNICATIONS (GPS)",Woman,"College Degree",84500.0000
"TEXTBOOK COPYEDITOR",Man,"College Degree",56160.0000
THEATRE,Woman,"College Degree",20000.0000
"THINK TANK",Woman,"Master'S Degree",73140.0000
"THIRD SECTOR/NON PROFIT - MEDICAL MEMBERSHIP IN UK",Woman,"College Degree",41206.0000
"TIC (TESTING, INSPECTION & CERTIFICATION)",Man,"College Degree",34000.0000
"TITLE/REAL ESTATE",Non-binary,"College Degree",62500.0000
TOURISM,Woman,"Master'S Degree",20800.0000
"TOURISM/HERITAGE -- BUT FOR A GOVERNMENT BUILDING",Woman,"College Degree",83175.0000
TOXICOLOGY,Woman,"College Degree",57000.0000
"TRADE ASSOCIATION",Woman,"College Degree",121500.0000
"TRADE ASSOCIATION",Woman,"Master'S Degree",111000.0000
"TRADE ASSOCIATION",Woman,PH.D.,183000.0000
"TRADE ASSOCIATION",Woman,"Professional Degree (MD, Jd, Etc.)",83000.0000
"TRADE ASSOCIATION/MEMBERSHIP",Woman,"College Degree",65100.0000
"TRADE ASSOCIATIONS",Woman,"College Degree",67000.0000
"TRADES (SUPPLY CHAIN) OIL AND GAS",Woman,"College Degree",91160.0000
TRAINING,Man,"College Degree",88700.0000
TRAINING,Woman,"College Degree",67000.0000
TRAINING,Woman,"Master'S Degree",98500.0000
"TRAINING AND PROFESSIONAL SERVICES",Woman,"College Degree",68700.0000
TRANSLATION,Man,"Master'S Degree",36000.0000
TRANSLATION,Non-binary,"College Degree",35000.0000
TRANSLATION,"Other/Prefer not to answer","College Degree",75000.0000
TRANSLATION,"Other/Prefer not to answer","Master'S Degree",22800.0000
TRANSLATION,Woman,"College Degree",25357.3333
TRANSLATION,Woman,"Master'S Degree",70100.0000
TRANSLATION,Woman,"Some College",8000.0000
"TRANSLATION AND LOCALIZATION",Woman,"Master'S Degree",43000.0000
TRANSLATION/TRANSCRIPTION,Man,"College Degree",38000.0000
"TRANSP ORT  OR LOGISTICS",Man,"Master'S Degree",58000.0000
"TRANSP ORT  OR LOGISTICS",Woman,"College Degree",84000.0000
"TRANSP ORT  OR LOGISTICS",Woman,"High School",55000.0000
"TRANSP ORT  OR LOGISTICS",Woman,"Master'S Degree",88000.0000
"TRANSP ORT  OR LOGISTICS",Woman,"Some College",54080.0000
"TRANSPORT OR LOGISTICS",Man,"College Degree",89844.5806
"TRANSPORT OR LOGISTICS",Man,"High School",69086.8182
"TRANSPORT OR LOGISTICS",Man,"Master'S Degree",89455.1176
"TRANSPORT OR LOGISTICS",Man,"Some College",60641.2500
"TRANSPORT OR LOGISTICS",Non-binary,"College Degree",45800.0000
"TRANSPORT OR LOGISTICS",Non-binary,"Some College",40584.0000
"TRANSPORT OR LOGISTICS","Other/Prefer not to answer","College Degree",93000.0000
"TRANSPORT OR LOGISTICS","Other/Prefer not to answer","Some College",33000.0000
"TRANSPORT OR LOGISTICS",Woman,"College Degree",72679.8803
"TRANSPORT OR LOGISTICS",Woman,"High School",60578.8333
"TRANSPORT OR LOGISTICS",Woman,"Master'S Degree",85201.2955
"TRANSPORT OR LOGISTICS",Woman,"Professional Degree (MD, Jd, Etc.)",130000.0000
"TRANSPORT OR LOGISTICS",Woman,"Some College",58547.0303
TRAVEL,Man,"College Degree",95000.0000
TRAVEL,Woman,"Master'S Degree",145000.0000
"UNDERGRAD STUDENT",Man,"High School",10000.0000
"UNION/POLITICAL ORGANIZING",Woman,"Some College",103586.0000
UNIONS,Man,"Professional Degree (MD, Jd, Etc.)",80000.0000
"UNIVERSITY ADMINISTRATION",Woman,"College Degree",25217.0000
"UNIVERSITY LIBRARIES",Non-binary,"Master'S Degree",54000.0000
"UNIVERSITY RESEARCH",Woman,"Master'S Degree",43000.0000
"UNIVERSITY TECH TRANSFER (HIGHER ED/MARKETING/WRITING)",Woman,"College Degree",36000.0000
UNKNOWN,Man,"College Degree",68000.0000
UNKNOWN,Man,"High School",47000.0000
UNKNOWN,Man,"Master'S Degree",79857.1429
UNKNOWN,"Other/Prefer not to answer","Master'S Degree",98000.0000
UNKNOWN,Woman,"College Degree",71547.8621
UNKNOWN,Woman,"High School",59377.2500
UNKNOWN,Woman,"Master'S Degree",86563.6364
UNKNOWN,Woman,PH.D.,80333.3333
UNKNOWN,Woman,"Professional Degree (MD, Jd, Etc.)",50000.0000
UNKNOWN,Woman,"Some College",42066.4286
"URBAN PLANNING",Woman,"Master'S Degree",83692.0000
"URBAN PLANNING",Woman,"Professional Degree (MD, Jd, Etc.)",104000.0000
"USER EXPERIENCE (UX)  RESEARCH",Woman,"Master'S Degree",134000.0000
"USER EXPERIENCE DESIGN","Other/Prefer not to answer","College Degree",140000.0000
"UTILITIES & TELECOMMUNICATIONS",Man,"College Degree",86020.9583
"UTILITIES & TELECOMMUNICATIONS",Man,"High School",87833.3333
"UTILITIES & TELECOMMUNICATIONS",Man,"Master'S Degree",105983.3333
"UTILITIES & TELECOMMUNICATIONS",Man,PH.D.,107100.0000
"UTILITIES & TELECOMMUNICATIONS",Man,"Professional Degree (MD, Jd, Etc.)",168000.0000
"UTILITIES & TELECOMMUNICATIONS",Man,"Some College",84967.5000
"UTILITIES & TELECOMMUNICATIONS",Non-binary,"College Degree",63277.0000
"UTILITIES & TELECOMMUNICATIONS",Non-binary,"High School",29661.0000
"UTILITIES & TELECOMMUNICATIONS",Non-binary,"Master'S Degree",50000.0000
"UTILITIES & TELECOMMUNICATIONS",Non-binary,"Some College",35060.0000
"UTILITIES & TELECOMMUNICATIONS","Other/Prefer not to answer","Master'S Degree",79900.0000
"UTILITIES & TELECOMMUNICATIONS",Woman,"College Degree",78812.2266
"UTILITIES & TELECOMMUNICATIONS",Woman,"High School",61161.4286
"UTILITIES & TELECOMMUNICATIONS",Woman,"Master'S Degree",95663.7385
"UTILITIES & TELECOMMUNICATIONS",Woman,PH.D.,116000.0000
"UTILITIES & TELECOMMUNICATIONS",Woman,"Professional Degree (MD, Jd, Etc.)",111750.0000
"UTILITIES & TELECOMMUNICATIONS",Woman,"Some College",65407.5313
"UX RESEARCH",Woman,"College Degree",82000.0000
VET,Man,"College Degree",70000.0000
VETERINARIAN,Woman,"Professional Degree (MD, Jd, Etc.)",78000.0000
VETERINARY,Man,"College Degree",42000.0000
VETERINARY,Woman,"College Degree",46592.5556
VETERINARY,Woman,"High School",31200.0000
VETERINARY,Woman,"Master'S Degree",35000.0000
VETERINARY,Woman,"Professional Degree (MD, Jd, Etc.)",38000.0000
"VETERINARY BIOTECH",Woman,"Master'S Degree",89000.0000
"VETERINARY CARE",Woman,"High School",37400.0000
"VETERINARY CARE",Woman,"Some College",36000.0000
"VETERINARY DIAGNOSTICS",Woman,"College Degree",44000.0000
"VETERINARY M&A",Woman,"College Degree",49000.0000
"VETERINARY MEDICINE",Non-binary,"College Degree",34000.0000
"VETERINARY MEDICINE",Woman,"College Degree",48000.0000
"VETERINARY MEDICINE",Woman,PH.D.,108000.0000
"VETERINARY MEDICINE",Woman,"Professional Degree (MD, Jd, Etc.)",126600.0000
"VETERINARY SERVICES",Woman,"College Degree",45000.0000
"VIDEO GAME INDUSTRY",Man,"High School",90000.0000
"VIDEO GAMES",Man,"College Degree",95000.0000
"VIDEO GAMES",Non-binary,"Some College",80000.0000
"VIDEO GAMES",Woman,"College Degree",64910.0000
"VIRTUAL ASSISTING",Woman,"Master'S Degree",41600.0000
"VIRTUAL REALITY",Woman,"College Degree",55000.0000
WAREHOUSE,Man,"College Degree",60000.0000
WAREHOUSE,Woman,"College Degree",38720.0000
"WAREHOUSE- FOOD AND BEVERAGE",Woman,"College Degree",47500.0000
WAREHOUSING,Man,"Some College",32750.0000
"WASTE AND RECYCLING",Non-binary,"College Degree",37000.0000
"WASTE MANAGEMENT",Woman,"Master'S Degree",140000.0000
"WEALTH ADVISOR RESEARCH",Woman,"Master'S Degree",50000.0000
"WHEREVER I'M ASSIGNED VIA THE UNION",Woman,"Some College",72800.0000
WHOLESALE,Woman,"College Degree",69000.0000
"WHOLESALE - APPAREL",Woman,"College Degree",90000.0000
"WHOLESALE AND RETAIL TRADE",Woman,"Some College",25000.0000
"WHOLESALE DISTRIBUTION",Man,"High School",100006.0000
"WHOLESALE DISTRIBUTION",Woman,"College Degree",62000.0000
"WHOLESALE DISTRIBUTION",Woman,"Master'S Degree",100000.0000
"WHOLESALE DISTRIBUTION B2B",Woman,"College Degree",60000.0000
"WHOLESALE INDUSTRIAL & WELDING SUPPLIES & EQUIPMENT",Woman,"High School",50000.0000
"WHOLESALE SUPPLIER",Man,"College Degree",76147.0000
"WHOLESALE TEXTILE MANUFACTURE & SALES",Woman,"Some College",38000.0000
"WHOLESALE TRADE",Woman,"Master'S Degree",50000.0000
WHOLESALE/DISTRBUTION,Woman,"College Degree",37500.0000
WINE,Woman,"College Degree",72000.0000
"WINE & SPIRITS",Woman,"College Degree",105000.0000
"WINE IMPORTING/DISTRIBUTION",Woman,"Master'S Degree",33000.0000
"WINE WHOLESALE",Woman,"College Degree",85000.0000
"WINERY REGULATORY COMPLIANCE",Woman,"College Degree",61500.0000
WORK-STUDY,Non-binary,"College Degree",16000.0000
"WORKFORCE DEVELOPMENT",Woman,"Master'S Degree",52000.0000
"WRITING AND JOURNALISM",Woman,"Some College",56000.0000
ZOO,Woman,"College Degree",59000.0000
ZOO,Woman,"Master'S Degree",56000.0000
"ZOOS AND AQUARIUMS",Man,"College Degree",37419.0000
